Signal 1:
Value:             FFT:             FFT_abs: 

3.08353             -1.83948e+08             1.83948e+08

3.05813             -2.93353e+08             2.93353e+08

2.77588             -3.92614e+08             3.92614e+08

2.73957             -4.79795e+08             4.79795e+08

2.89164             -5.53263e+08             5.53263e+08

3.18413             -6.11717e+08             6.11717e+08

3.24036             -6.54206e+08             6.54206e+08

2.85222             -6.80148e+08             6.80148e+08

2.95669             -6.89329e+08             6.89329e+08

2.83534             -6.81901e+08             6.81901e+08

2.78083             -6.58376e+08             6.58376e+08

3.17378             -6.196e+08             6.196e+08

3.21399             -5.66735e+08             5.66735e+08

2.84973             -5.01223e+08             5.01223e+08

2.74885             -4.24754e+08             4.24754e+08

2.85528             -3.39219e+08             3.39219e+08

2.77506             -2.46671e+08             2.46671e+08

2.73523             -1.49276e+08             1.49276e+08

2.95967             -4.92621e+07             4.92621e+07

3.20526             5.11278e+07             5.11278e+07

2.7026             1.49684e+08             1.49684e+08

2.84466             2.44279e+08             2.44279e+08

3.26717             3.3291e+08             3.3291e+08

3.26459             4.13741e+08             4.13741e+08

2.78546             4.8514e+08             4.8514e+08

2.95075             5.45709e+08             5.45709e+08

2.73891             5.94312e+08             5.94312e+08

3.18162             6.30093e+08             6.30093e+08

3.1137             6.52491e+08             6.52491e+08

3.22121             6.61246e+08             6.61246e+08

3.03119             6.56403e+08             6.56403e+08

2.78711             6.38301e+08             6.38301e+08

3.25349             6.07562e+08             6.07562e+08

2.79355             5.65076e+08             5.65076e+08

2.76385             5.11973e+08             5.11973e+08

3.16926             4.49597e+08             4.49597e+08

3.22223             3.79474e+08             3.79474e+08

3.15038             3.03273e+08             3.03273e+08

3.29557             2.2277e+08             2.2277e+08

2.84861             1.39806e+08             1.39806e+08

3.26345             5.62476e+07             5.62476e+07

3.09405             -2.6056e+07             2.6056e+07

3.0985             -1.05311e+08             1.05311e+08

2.95322             -1.79819e+08             1.79819e+08

3.02187             -2.4801e+08             2.4801e+08

2.72197             -3.0848e+08             3.0848e+08

2.93365             -3.60011e+08             3.60011e+08

2.79353             -4.01602e+08             4.01602e+08

3.11841             -4.32486e+08             4.32486e+08

3.20143             -4.52138e+08             4.52138e+08

3.2256             -4.60293e+08             4.60293e+08

3.23743             -4.56936e+08             4.56936e+08

3.12511             -4.42309e+08             4.42309e+08

2.94458             -4.16898e+08             4.16898e+08

3.23763             -3.81416e+08             3.81416e+08

2.88516             -3.3679e+08             3.3679e+08

3.14022             -2.84132e+08             2.84132e+08

2.78359             -2.24719e+08             2.24719e+08

3.24668             -1.59954e+08             1.59954e+08

3.24446             -9.13423e+07             9.13423e+07

2.96311             -2.04503e+07             2.04503e+07

2.74547             5.11252e+07             5.11252e+07

3.11837             1.21794e+08             1.21794e+08

3.10544             1.90009e+08             1.90009e+08

3.06943             2.54294e+08             2.54294e+08

3.02722             3.13282e+08             3.13282e+08

3.28198             3.65739e+08             3.65739e+08

3.11568             4.10592e+08             4.10592e+08

3.18587             4.46948e+08             4.46948e+08

3.17069             4.74113e+08             4.74113e+08

2.70549             4.91605e+08             4.91605e+08

3.15512             4.99159e+08             4.99159e+08

3.26539             4.96735e+08             4.96735e+08

3.03771             4.84511e+08             4.84511e+08

2.87053             4.62881e+08             4.62881e+08

2.71117             4.32438e+08             4.32438e+08

3.26206             3.93964e+08             3.93964e+08

3.18502             3.4841e+08             3.4841e+08

2.74741             2.96867e+08             2.96867e+08

3.05366             2.4055e+08             2.4055e+08

2.90615             1.8076e+08             1.8076e+08

2.83926             1.18862e+08             1.18862e+08

2.77011             5.62507e+07             5.62507e+07

2.80981             -5.68083e+06             5.68083e+06

3.27913             -6.55701e+07             6.55701e+07

3.27204             -1.22116e+08             1.22116e+08

2.81128             -1.74105e+08             1.74105e+08

3.13932             -2.2044e+08             2.2044e+08

2.98856             -2.6016e+08             2.6016e+08

2.77478             -2.92462e+08             2.92462e+08

3.15723             -3.16714e+08             3.16714e+08

2.70921             -3.3247e+08             3.3247e+08

2.74327             -3.39476e+08             3.39476e+08

3.03399             -3.37676e+08             3.37676e+08

3.08294             -3.27205e+08             3.27205e+08

2.86905             -3.08392e+08             3.08392e+08

2.72818             -2.81745e+08             2.81745e+08

2.90595             -2.47938e+08             2.47938e+08

3.02711             -2.07799e+08             2.07799e+08

3.22575             -1.62283e+08             1.62283e+08

2.97946             -1.12458e+08             1.12458e+08

2.99195             -5.94725e+07             5.94725e+07

3.16708             -4.53323e+06             4.53323e+06

3.21863             5.11216e+07             5.11216e+07

3.15937             1.06252e+08             1.06252e+08

3.01317             1.59641e+08             1.59641e+08

3.19383             2.10125e+08             2.10125e+08

3.09448             2.56614e+08             2.56614e+08

2.9314             2.98121e+08             2.98121e+08

2.78571             3.33775e+08             3.33775e+08

3.28705             3.62846e+08             3.62846e+08

3.08248             3.84756e+08             3.84756e+08

2.93517             3.99093e+08             3.99093e+08

3.19563             4.05612e+08             4.05612e+08

3.29009             4.04249e+08             4.04249e+08

3.1693             3.95111e+08             3.95111e+08

2.76151             3.78477e+08             3.78477e+08

2.97384             3.54789e+08             3.54789e+08

3.08499             3.24642e+08             3.24642e+08

2.87388             2.88766e+08             2.88766e+08

3.12742             2.48013e+08             2.48013e+08

3.27123             2.03332e+08             2.03332e+08

2.96745             1.55752e+08             1.55752e+08

2.82278             1.06355e+08             1.06355e+08

3.25104             5.62547e+07             5.62547e+07

3.2336             6.56784e+06             6.56784e+06

2.82181             -4.16072e+07             4.16072e+07

2.72481             -8.72162e+07             8.72162e+07

3.02669             -1.29271e+08             1.29271e+08

2.77665             -1.66873e+08             1.66873e+08

3.09614             -1.99227e+08             1.99227e+08

2.94632             -2.25665e+08             2.25665e+08

2.79987             -2.45654e+08             2.45654e+08

2.96104             -2.58809e+08             2.58809e+08

2.77714             -2.649e+08             2.649e+08

3.086             -2.63855e+08             2.63855e+08

3.1423             -2.55762e+08             2.55762e+08

2.76731             -2.40862e+08             2.40862e+08

2.76521             -2.19546e+08             2.19546e+08

2.95             -1.92344e+08             1.92344e+08

2.82677             -1.59912e+08             1.59912e+08

3.07096             -1.23014e+08             1.23014e+08

3.24939             -8.25091e+07             8.25091e+07

2.92691             -3.93261e+07             3.93261e+07

2.80234             5.55278e+06             5.55278e+06

2.81737             5.11173e+07             5.11173e+07

2.8824             9.63501e+07             9.63501e+07

3.1627             1.4025e+08             1.4025e+08

2.96917             1.81855e+08             1.81855e+08

2.99691             2.2026e+08             2.2026e+08

2.75565             2.54639e+08             2.54639e+08

2.73578             2.84263e+08             2.84263e+08

3.15364             3.08515e+08             3.08515e+08

2.81977             3.269e+08             3.269e+08

3.17422             3.39058e+08             3.39058e+08

3.03202             3.44772e+08             3.44772e+08

2.88326             3.43966e+08             3.43966e+08

3.09118             3.36712e+08             3.36712e+08

2.83184             3.23224e+08             3.23224e+08

2.71961             3.03851e+08             3.03851e+08

2.96176             2.7907e+08             2.7907e+08

2.98618             2.49476e+08             2.49476e+08

2.78593             2.15763e+08             2.15763e+08

2.92429             1.78714e+08             1.78714e+08

2.844             1.39177e+08             1.39177e+08

2.82481             9.80507e+07             9.80507e+07

3.23261             5.62596e+07             5.62596e+07

2.80412             1.47375e+07             1.47375e+07

2.81104             -2.55955e+07             2.55955e+07

3.24701             -6.38527e+07             6.38527e+07

3.2816             -9.92006e+07             9.92006e+07

2.92464             -1.30877e+08             1.30877e+08

3.14509             -1.58206e+08             1.58206e+08

3.18762             -1.80613e+08             1.80613e+08

3.13134             -1.9764e+08             1.9764e+08

3.23381             -2.08947e+08             2.08947e+08

2.70454             -2.14327e+08             2.14327e+08

3.25142             -2.13706e+08             2.13706e+08

3.24391             -2.07141e+08             2.07141e+08

2.83695             -1.94824e+08             1.94824e+08

2.89897             -1.7707e+08             1.7707e+08

3.08812             -1.54314e+08             1.54314e+08

2.92014             -1.27099e+08             1.27099e+08

2.77187             -9.60611e+07             9.60611e+07

3.26411             -6.19189e+07             6.19189e+07

2.96734             -2.54536e+07             2.54536e+07

3.07443             1.2508e+07             1.2508e+07

2.78377             5.1112e+07             5.1112e+07

3.03687             8.94951e+07             8.94951e+07

2.95363             1.26807e+08             1.26807e+08

3.00992             1.62225e+08             1.62225e+08

2.90032             1.94977e+08             1.94977e+08

2.7303             2.24354e+08             2.24354e+08

3.28145             2.49726e+08             2.49726e+08

3.19341             2.70558e+08             2.70558e+08

3.20654             2.86419e+08             2.86419e+08

2.7087             2.96991e+08             2.96991e+08

2.93017             3.02077e+08             3.02077e+08

3.23033             3.016e+08             3.016e+08

3.01988             2.95611e+08             2.95611e+08

2.96245             2.8428e+08             2.8428e+08

2.99913             2.67896e+08             2.67896e+08

2.83982             2.46858e+08             2.46858e+08

3.06529             2.21665e+08             2.21665e+08

2.88318             1.92905e+08             1.92905e+08

2.88256             1.61242e+08             1.61242e+08

2.82973             1.27398e+08             1.27398e+08

2.85004             9.21417e+07             9.21417e+07

2.83865             5.62654e+07             5.62654e+07

3.0446             2.05707e+07             2.05707e+07

3.07151             -1.41499e+07             1.41499e+07

2.83889             -4.71312e+07             4.71312e+07

2.74777             -7.76514e+07             7.76514e+07

2.99433             -1.05048e+08             1.05048e+08

2.87529             -1.28733e+08             1.28733e+08

3.02901             -1.48204e+08             1.48204e+08

3.05571             -1.63055e+08             1.63055e+08

2.86075             -1.72987e+08             1.72987e+08

3.16494             -1.77809e+08             1.77809e+08

2.72498             -1.77449e+08             1.77449e+08

2.70868             -1.71947e+08             1.71947e+08

3.16779             -1.61459e+08             1.61459e+08

3.2529             -1.46249e+08             1.46249e+08

2.71381             -1.26686e+08             1.26686e+08

3.12919             -1.03232e+08             1.03232e+08

2.80926             -7.64345e+07             7.64345e+07

3.01537             -4.69088e+07             4.69088e+07

3.23992             -1.53294e+07             1.53294e+07

3.19085             1.75887e+07             1.75887e+07

3.02396             5.11055e+07             5.11055e+07

3.26717             8.44718e+07             8.44718e+07

3.18015             1.16946e+08             1.16946e+08

3.19345             1.47813e+08             1.47813e+08

2.97056             1.76394e+08             1.76394e+08

3.13683             2.0207e+08             2.0207e+08

2.81877             2.24285e+08             2.24285e+08

2.83796             2.42569e+08             2.42569e+08

3.10268             2.56537e+08             2.56537e+08

2.84149             2.65905e+08             2.65905e+08

3.0225             2.70493e+08             2.70493e+08

2.80154             2.70227e+08             2.70227e+08

3.14381             2.65142e+08             2.65142e+08

2.86205             2.55381e+08             2.55381e+08

3.21544             2.41189e+08             2.41189e+08

2.71247             2.22906e+08             2.22906e+08

3.06243             2.00965e+08             2.00965e+08

3.11804             1.75874e+08             1.75874e+08

2.9541             1.48211e+08             1.48211e+08

2.72529             1.18606e+08             1.18606e+08

2.84691             8.77279e+07             8.77279e+07

2.74261             5.6272e+07             5.6272e+07

2.90248             2.49413e+07             2.49413e+07

3.29562             -5.5683e+06             5.5683e+06

2.88055             -3.45828e+07             3.45828e+07

2.85766             -6.14651e+07             6.14651e+07

2.80696             -8.56301e+07             8.56301e+07

3.15531             -1.06555e+08             1.06555e+08

3.11658             -1.23793e+08             1.23793e+08

2.74873             -1.36983e+08             1.36983e+08

3.07131             -1.45852e+08             1.45852e+08

3.28733             -1.50229e+08             1.50229e+08

2.85308             -1.50041e+08             1.50041e+08

3.24003             -1.45319e+08             1.45319e+08

2.73177             -1.36192e+08             1.36192e+08

3.10087             -1.22888e+08             1.22888e+08

2.90818             -1.05727e+08             1.05727e+08

2.86941             -8.51117e+07             8.51117e+07

2.83199             -6.15201e+07             6.15201e+07

3.20628             -3.54934e+07             3.54934e+07

2.99481             -7.624e+06             7.624e+06

3.06349             2.14577e+07             2.14577e+07

3.19806             5.10985e+07             5.10985e+07

2.79007             8.06352e+07             8.06352e+07

3.29592             1.09411e+08             1.09411e+08

3.11246             1.36791e+08             1.36791e+08

2.8134             1.62173e+08             1.62173e+08

2.98994             1.85002e+08             1.85002e+08

3.03929             2.04785e+08             2.04785e+08

2.94522             2.21097e+08             2.21097e+08

3.19402             2.33594e+08             2.33594e+08

3.06976             2.42019e+08             2.42019e+08

3.2727             2.46206e+08             2.46206e+08

2.90433             2.46083e+08             2.46083e+08

2.76315             2.41677e+08             2.41677e+08

3.19455             2.33107e+08             2.33107e+08

3.03881             2.20588e+08             2.20588e+08

2.92109             2.04417e+08             2.04417e+08

3.22665             1.84974e+08             1.84974e+08

3.00548             1.62708e+08             1.62708e+08

2.75019             1.3813e+08             1.3813e+08

2.89036             1.11799e+08             1.11799e+08

2.74759             8.43098e+07             8.43098e+07

3.19499             5.62797e+07             5.62797e+07

2.7644             2.83357e+07             2.83357e+07

3.04575             1.09909e+06             1.09909e+06

2.92166             -2.48275e+07             2.48275e+07

2.88157             -4.88736e+07             4.88736e+07

3.15884             -7.05137e+07             7.05137e+07

3.1345             -8.92784e+07             8.92784e+07

3.15184             -1.04764e+08             1.04764e+08

2.98501             -1.16644e+08             1.16644e+08

2.90587             -1.2467e+08             1.2467e+08

2.79256             -1.28684e+08             1.28684e+08

2.82356             -1.28616e+08             1.28616e+08

3.00114             -1.24489e+08             1.24489e+08

3.2478             -1.16414e+08             1.16414e+08

3.11954             -1.0459e+08             1.0459e+08

2.87972             -8.92996e+07             8.92996e+07

3.17704             -7.08999e+07             7.08999e+07

3.27178             -4.98156e+07             4.98156e+07

2.8537             -2.65292e+07             2.65292e+07

3.19559             -1.57004e+06             1.57004e+06

3.08596             2.44984e+07             2.44984e+07

3.28498             5.10903e+07             5.10903e+07

2.947             7.76112e+07             7.76112e+07

2.95388             1.03471e+08             1.03471e+08

3.20231             1.28098e+08             1.28098e+08

2.78939             1.50949e+08             1.50949e+08

2.74005             1.71524e+08             1.71524e+08

2.81972             1.89376e+08             1.89376e+08

2.87663             2.0412e+08             2.0412e+08

3.25706             2.15444e+08             2.15444e+08

2.73713             2.23111e+08             2.23111e+08

2.91565             2.26969e+08             2.26969e+08

3.11074             2.26948e+08             2.26948e+08

3.10479             2.23068e+08             2.23068e+08

3.18123             2.15433e+08             2.15433e+08

3.19667             2.04232e+08             2.04232e+08

2.73248             1.89729e+08             1.89729e+08

2.86943             1.72263e+08             1.72263e+08

3.22897             1.52238e+08             1.52238e+08

3.22516             1.30109e+08             1.30109e+08

2.97102             1.06381e+08             1.06381e+08

3.18274             8.15884e+07             8.15884e+07

3.12564             5.62883e+07             5.62883e+07

3.14593             3.10462e+07             3.10462e+07

3.03161             6.4238e+06             6.4238e+06

2.74631             -1.70333e+07             1.70333e+07

2.78022             -3.88084e+07             3.88084e+07

2.86123             -5.84241e+07             5.84241e+07

2.87066             -7.54537e+07             7.54537e+07

2.90679             -8.95294e+07             8.95294e+07

2.74039             -1.00351e+08             1.00351e+08

3.00574             -1.07693e+08             1.07693e+08

2.97078             -1.11407e+08             1.11407e+08

3.23062             -1.11427e+08             1.11427e+08

2.76746             -1.07768e+08             1.07768e+08

2.92151             -1.00529e+08             1.00529e+08

2.9158             -8.9886e+07             8.9886e+07

3.07922             -7.6092e+07             7.6092e+07

2.81142             -5.94677e+07             5.94677e+07

2.83307             -4.03959e+07             4.03959e+07

2.96564             -1.93119e+07             1.93119e+07

3.18398             3.30594e+06             3.30594e+06

2.78593             2.69473e+07             2.69473e+07

3.02235             5.10813e+07             5.10813e+07

3.23142             7.51682e+07             7.51682e+07

3.02112             9.86721e+07             9.86721e+07

2.94334             1.21072e+08             1.21072e+08

3.00367             1.41874e+08             1.41874e+08

2.85046             1.60621e+08             1.60621e+08

2.98684             1.76906e+08             1.76906e+08

3.04965             1.90376e+08             1.90376e+08

3.09883             2.00742e+08             2.00742e+08

2.76121             2.07788e+08             2.07788e+08

2.97225             2.11371e+08             2.11371e+08

2.75953             2.11426e+08             2.11426e+08

3.01202             2.07966e+08             2.07966e+08

3.07836             2.01083e+08             2.01083e+08

2.73836             1.90945e+08             1.90945e+08

3.19138             1.77792e+08             1.77792e+08

2.80483             1.61929e+08             1.61929e+08

2.86766             1.43721e+08             1.43721e+08

2.89117             1.23583e+08             1.23583e+08

3.10215             1.01971e+08             1.01971e+08

3.27134             7.93738e+07             7.93738e+07

2.92112             5.62977e+07             5.62977e+07

2.85649             3.32591e+07             3.32591e+07

2.8626             1.07706e+07             1.07706e+07

2.71295             -1.06691e+07             1.06691e+07

3.13192             -3.05867e+07             3.05867e+07

3.05516             -4.8545e+07             4.8545e+07

3.03209             -6.41519e+07             6.41519e+07

2.71359             -7.70696e+07             7.70696e+07

2.86934             -8.70213e+07             8.70213e+07

2.87787             -9.37973e+07             9.37973e+07

2.93363             -9.72597e+07             9.72597e+07

3.11456             -9.73447e+07             9.73447e+07

3.15395             -9.40642e+07             9.40642e+07

2.86028             -8.75046e+07             8.75046e+07

2.82895             -7.78253e+07             7.78253e+07

2.98957             -6.52544e+07             6.52544e+07

2.83237             -5.00835e+07             5.00835e+07

3.25794             -3.26608e+07             3.26608e+07

3.09345             -1.33833e+07             1.33833e+07

2.81975             7.31208e+06             7.31208e+06

3.15247             2.8959e+07             2.8959e+07

3.22132             5.10713e+07             5.10713e+07

2.79115             7.31546e+07             7.31546e+07

3.06869             9.47176e+07             9.47176e+07

2.73823             1.15282e+08             1.15282e+08

2.97082             1.34392e+08             1.34392e+08

3.04983             1.5163e+08             1.5163e+08

2.75739             1.66618e+08             1.66618e+08

2.76491             1.79032e+08             1.79032e+08

2.97181             1.88604e+08             1.88604e+08

3.23586             1.95132e+08             1.95132e+08

2.83924             1.98484e+08             1.98484e+08

3.13383             1.98596e+08             1.98596e+08

3.10949             1.95478e+08             1.95478e+08

3.1293             1.89213e+08             1.89213e+08

2.97507             1.79951e+08             1.79951e+08

2.8475             1.67911e+08             1.67911e+08

3.06406             1.53372e+08             1.53372e+08

3.2989             1.36667e+08             1.36667e+08

3.10815             1.18176e+08             1.18176e+08

2.78465             9.83172e+07             9.83172e+07

3.28561             7.75394e+07             7.75394e+07

3.0771             5.63082e+07             5.63082e+07

3.23917             3.50988e+07             3.50988e+07

3.07518             1.43828e+07             1.43828e+07

2.96912             -5.37934e+06             5.37934e+06

2.73494             -2.37516e+07             2.37516e+07

3.20121             -4.03294e+07             4.03294e+07

2.87507             -5.47503e+07             5.47503e+07

2.82955             -6.67014e+07             6.67014e+07

3.25724             -7.5925e+07             7.5925e+07

3.03478             -8.22262e+07             8.22262e+07

3.14163             -8.5475e+07             8.5475e+07

3.07679             -8.56108e+07             8.56108e+07

3.1174             -8.26418e+07             8.26418e+07

2.76284             -7.66449e+07             7.66449e+07

2.80816             -6.7766e+07             6.7766e+07

3.19055             -5.62122e+07             5.62122e+07

2.85251             -4.22515e+07             4.22515e+07

2.76576             -2.62036e+07             2.62036e+07

2.75931             -8.43308e+06             8.43308e+06

2.89558             1.06574e+07             1.06574e+07

3.03837             3.06379e+07             3.06379e+07

2.95632             5.10602e+07             5.10602e+07

3.20577             7.14676e+07             7.14676e+07

3.1365             9.14056e+07             9.14056e+07

2.8644             1.10432e+08             1.10432e+08

3.15474             1.28125e+08             1.28125e+08

2.85943             1.44096e+08             1.44096e+08

2.85282             1.57996e+08             1.57996e+08

2.90875             1.69521e+08             1.69521e+08

2.86361             1.78424e+08             1.78424e+08

2.90842             1.84515e+08             1.84515e+08

2.95405             1.87669e+08             1.87669e+08

3.11321             1.87826e+08             1.87826e+08

2.84303             1.84993e+08             1.84993e+08

3.19196             1.79243e+08             1.79243e+08

3.09455             1.70715e+08             1.70715e+08

3.1582             1.59608e+08             1.59608e+08

3.08547             1.46179e+08             1.46179e+08

3.17548             1.30736e+08             1.30736e+08

3.24864             1.13628e+08             1.13628e+08

2.8379             9.52441e+07             9.52441e+07

3.19079             7.59974e+07             7.59974e+07

2.92557             5.63197e+07             5.63197e+07

2.88555             3.66511e+07             3.66511e+07

3.03509             1.74297e+07             1.74297e+07

2.74133             -917812             917812

2.885             -1.79855e+07             1.79855e+07

3.14443             -3.33974e+07             3.33974e+07

3.09627             -4.68158e+07             4.68158e+07

2.87685             -5.79485e+07             5.79485e+07

3.04773             -6.65552e+07             6.65552e+07

3.00937             -7.24527e+07             7.24527e+07

3.00656             -7.55186e+07             7.55186e+07

3.06948             -7.56945e+07             7.56945e+07

2.73382             -7.29859e+07             7.29859e+07

3.28436             -6.74628e+07             6.74628e+07

3.16483             -5.9258e+07             5.9258e+07

3.29883             -4.8563e+07             4.8563e+07

2.76462             -3.56247e+07             3.56247e+07

2.7683             -2.07386e+07             2.07386e+07

2.95852             -4.2431e+06             4.2431e+06

3.22687             1.34889e+07             1.34889e+07

2.83753             3.20582e+07             3.20582e+07

2.83006             5.10483e+07             5.10483e+07

2.93883             7.00347e+07             7.00347e+07

3.17305             8.85942e+07             8.85942e+07

3.10121             1.06315e+08             1.06315e+08

2.9834             1.22804e+08             1.22804e+08

2.79558             1.37699e+08             1.37699e+08

3.28923             1.50672e+08             1.50672e+08

2.73043             1.61441e+08             1.61441e+08

3.06201             1.69774e+08             1.69774e+08

2.93229             1.75492e+08             1.75492e+08

2.73464             1.78476e+08             1.78476e+08

2.70119             1.78669e+08             1.78669e+08

2.99446             1.76075e+08             1.76075e+08

3.04115             1.70761e+08             1.70761e+08

3.05106             1.62855e+08             1.62855e+08

3.16561             1.52541e+08             1.52541e+08

3.17933             1.40056e+08             1.40056e+08

3.078             1.25686e+08             1.25686e+08

3.13751             1.09756e+08             1.09756e+08

3.22703             9.26279e+07             9.26279e+07

3.06003             7.46856e+07             7.46856e+07

3.03735             5.63322e+07             5.63322e+07

3.22558             3.79778e+07             3.79778e+07

3.11491             2.00315e+07             2.00315e+07

3.29996             2.89206e+06             2.89206e+06

2.72741             -1.30612e+07             1.30612e+07

2.8542             -2.74766e+07             2.74766e+07

2.7599             -4.00374e+07             4.00374e+07

3.15739             -5.04697e+07             5.04697e+07

2.74506             -5.85476e+07             5.85476e+07

3.04476             -6.40983e+07             6.40983e+07

2.76885             -6.70061e+07             6.70061e+07

3.26058             -6.72144e+07             6.72144e+07

3.05086             -6.47268e+07             6.47268e+07

3.07607             -5.96072e+07             5.96072e+07

2.99977             -5.19779e+07             5.19779e+07

2.9826             -4.20164e+07             4.20164e+07

2.74396             -2.99521e+07             2.99521e+07

3.25937             -1.60601e+07             1.60601e+07

2.93682             -655924             655924

3.21657             1.59127e+07             1.59127e+07

2.8373             3.32729e+07             3.32729e+07

2.91327             5.10354e+07             5.10354e+07

3.26536             6.8803e+07             6.8803e+07

3.15043             8.61798e+07             8.61798e+07

3.03242             1.0278e+08             1.0278e+08

3.13886             1.18235e+08             1.18235e+08

3.24688             1.32205e+08             1.32205e+08

3.04212             1.44382e+08             1.44382e+08

3.29454             1.54501e+08             1.54501e+08

2.99463             1.62342e+08             1.62342e+08

2.89408             1.67737e+08             1.67737e+08

2.79445             1.70574e+08             1.70574e+08

3.02757             1.70796e+08             1.70796e+08

2.87147             1.68407e+08             1.68407e+08

2.74583             1.63467e+08             1.63467e+08

2.93017             1.56095e+08             1.56095e+08

3.24908             1.46461e+08             1.46461e+08

3.06774             1.34788e+08             1.34788e+08

3.04216             1.21341e+08             1.21341e+08

3.16697             1.06425e+08             1.06425e+08

2.76528             9.0377e+07             9.0377e+07

2.96419             7.35582e+07             7.35582e+07

2.89928             5.63457e+07             5.63457e+07

2.79238             3.9124e+07             3.9124e+07

2.74614             2.22773e+07             2.22773e+07

3.199             6.17978e+06             6.17978e+06

3.08455             -8.81188e+06             8.81188e+06

2.83898             -2.23666e+07             2.23666e+07

2.90023             -3.41867e+07             3.41867e+07

3.04275             -4.40135e+07             4.40135e+07

2.79152             -5.16337e+07             5.16337e+07

2.85916             -5.68839e+07             5.68839e+07

3.0498             -5.96538e+07             5.96538e+07

3.17349             -5.9889e+07             5.9889e+07

3.01493             -5.75913e+07             5.75913e+07

3.10032             -5.28192e+07             5.28192e+07

2.90578             -4.56861e+07             4.56861e+07

3.05163             -3.63578e+07             3.63578e+07

2.72565             -2.50484e+07             2.50484e+07

3.0797             -1.20156e+07             1.20156e+07

3.0428             2.44523e+06             2.44523e+06

3.09506             1.80076e+07             1.80076e+07

2.84577             3.43215e+07             3.43215e+07

3.15952             5.10214e+07             5.10214e+07

2.87408             6.77338e+07             6.77338e+07

3.25408             8.40862e+07             8.40862e+07

3.02352             9.9715e+07             9.9715e+07

3.12191             1.14274e+08             1.14274e+08

2.82662             1.27442e+08             1.27442e+08

2.78634             1.38928e+08             1.38928e+08

3.2083             1.48482e+08             1.48482e+08

3.14388             1.55896e+08             1.55896e+08

2.91603             1.61011e+08             1.61011e+08

3.03204             1.63718e+08             1.63718e+08

2.82565             1.63965e+08             1.63965e+08

2.97243             1.61753e+08             1.61753e+08

3.12159             1.57137e+08             1.57137e+08

2.98867             1.50227e+08             1.50227e+08

2.9524             1.41183e+08             1.41183e+08

2.89943             1.30214e+08             1.30214e+08

3.16126             1.17568e+08             1.17568e+08

3.28628             1.03532e+08             1.03532e+08

3.09142             8.84234e+07             8.84234e+07

2.93671             7.2581e+07             7.2581e+07

2.86667             5.63602e+07             5.63602e+07

2.96218             4.01236e+07             4.01236e+07

2.7468             2.42333e+07             2.42333e+07

3.19099             9.04262e+06             9.04262e+06

3.15814             -5.11192e+06             5.11192e+06

2.83625             -1.79172e+07             1.79172e+07

2.99886             -2.90918e+07             2.90918e+07

3.03892             -3.83907e+07             3.83907e+07

2.81963             -4.56116e+07             4.56116e+07

2.88571             -5.05994e+07             5.05994e+07

3.279             -5.32485e+07             5.32485e+07

2.70207             -5.35062e+07             5.35062e+07

3.07382             -5.13732e+07             5.13732e+07

3.22024             -4.69031e+07             4.69031e+07

2.94482             -4.0202e+07             4.0202e+07

3.02198             -3.14251e+07             3.14251e+07

3.15701             -2.07735e+07             2.07735e+07

3.25688             -8.48967e+06             8.48967e+06

2.85513             5.14836e+06             5.14836e+06

2.83501             1.9833e+07             1.9833e+07

3.0942             3.5234e+07             3.5234e+07

3.29517             5.10064e+07             5.10064e+07

2.74488             6.67974e+07             6.67974e+07

2.94755             8.2255e+07             8.2255e+07

2.87405             9.70356e+07             9.70356e+07

3.09202             1.10811e+08             1.10811e+08

2.80018             1.23277e+08             1.23277e+08

2.91083             1.3416e+08             1.3416e+08

2.82389             1.43219e+08             1.43219e+08

2.83678             1.50259e+08             1.50259e+08

2.83336             1.55128e+08             1.55128e+08

3.19607             1.57722e+08             1.57722e+08

2.78476             1.5799e+08             1.5799e+08

2.92625             1.55931e+08             1.55931e+08

3.25787             1.51598e+08             1.51598e+08

3.16933             1.45092e+08             1.45092e+08

3.08633             1.36565e+08             1.36565e+08

3.13959             1.26211e+08             1.26211e+08

3.06333             1.14267e+08             1.14267e+08

